Slice,Count,Total Area,Average Size,%Area
114_001.jpg,11,30.935,2.812,5.206
114_002.jpg,7,22.136,3.162,3.725
114_003.jpg,9,78.253,8.695,13.169
116_001.jpg,8,100.564,12.570,16.923
116_002.jpg,9,67.834,7.537,11.415
116_003.jpg,5,23.049,4.610,3.879
121_003.jpg,5,44.732,8.946,7.528
132_003.jpg,7,32.651,4.664,5.495
134_003.jpg,5,13.045,2.609,2.195
