"sp","numbr","Ptreat.MPa","d.mm","l.mm","stemID","nomID","t.s","t.day","dt.s","bal.g","Q.g.s","rmQ.g.s","p.cm","p.MPa","Tsoln.C","ver","keep","usefork","measure"
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",0,211.499265178599,NA,91.1488,NA,NA,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",10.2462191581726,211.499383769099,10.2462191581726,91.1487,-9.75969754628514e-06,NA,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",20.5089211463928,211.499502550372,10.2627019882202,91.1483,-3.89760903578669e-05,NA,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",30.7652740478516,211.49962125816,10.2563529014587,91.1481,-1.95001090464276e-05,NA,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",41.0252311229706,211.499740007663,10.259957075119,91.148,-9.74662947161119e-06,-1.94956316055477e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",51.2982730865479,211.499858908612,10.2730419635773,91.1479,-9.73421507921563e-06,-1.94892609887803e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",61.5616719722748,211.499977697951,10.2633988857269,91.1476,-2.92300828758264e-05,-1.70527591182702e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",71.8207650184631,211.500096437454,10.2590930461884,91.1473,-2.92423510185259e-05,-1.94883196112948e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",82.0836551189423,211.500215220904,10.2628901004791,91.1471,-1.94876879761486e-05,-2.19235842374291e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",92.3465211391449,211.500334004075,10.2628660202026,91.1469,-1.9487733698251e-05,-2.4361963892188e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",102.606785058975,211.50045275713,10.2602639198303,91.1467,-1.94926759754294e-05,-2.19276121670887e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",112.862977981567,211.500571463067,10.2561929225922,91.1465,-1.95004132143939e-05,-1.94921277160557e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",123.122794151306,211.500690210939,10.2598161697388,91.1463,-1.94935266566459e-05,-1.94935873861801e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",133.388607025146,211.500809028218,10.2658128738403,91.1461,-1.94821396468989e-05,-1.9492188873342e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",143.649463176727,211.500927788127,10.2608561515808,91.1459,-1.94915509054114e-05,-1.94919076058375e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",153.917557954788,211.501046631816,10.2680947780609,91.1458,-9.73890504200287e-06,-1.70515305627398e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",164.176148176193,211.501165365499,10.258590221405,91.1456,-1.94958562205973e-05,-1.70521129537276e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",174.440775156021,211.501284169052,10.2646269798279,91.1453,-2.92265856901057e-05,-1.94882244645293e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",184.69877910614,211.50140289595,10.258003950119,91.1451,-1.94969704602979e-05,-1.94895793532509e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",194.963137149811,211.50152169639,10.2643580436707,91.1449,-1.94849009695659e-05,-2.19260783351417e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",205.225337982178,211.501640471863,10.2622008323669,91.1448,-9.74449844037559e-06,-1.94882388900863e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",215.492969036102,211.501759310185,10.2676310539246,91.1446,-1.94786897738399e-05,-1.70512649110198e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",225.751465082169,211.501878042778,10.2584960460663,91.1444,-1.9496035197014e-05,-1.70510310951989e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
"quag_kleaf","921.2",-2,1.16,86.7,"quag_kleaf 921.2","quag_kleaf 921.2 -2 MPa",236.006540060043,211.501996735776,10.2550749778748,91.1442,-1.95025390300061e-05,-1.70554406103089e-05,30,0.00293455231829877,20.3,"v18",FALSE,FALSE,1
