"sp","numbr","Ptreat.MPa","d.mm","l.mm","stemID","nomID","t.s","t.day","dt.s","bal.g","Q.g.s","rmQ.g.s","p.cm","p.MPa","Tsoln.C","ver","keep","usefork","measure"
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",0,321.572061881853,NA,77.442,NA,NA,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",6.18698787689209,321.572133490509,6.18698787689209,77.4342,-0.00126071040629242,NA,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",12.3742580413818,321.572205102433,6.18727016448975,77.4334,-0.000129297732072498,NA,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",18.5601210594177,321.572276698069,6.18586301803589,77.4321,-0.000210156609710326,NA,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",24.7474999427795,321.572348311251,6.18737888336182,77.4314,-0.000113133527654816,-0.000428324568932516,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",30.9334499835968,321.572419907895,6.18595004081726,77.4291,-0.000371810309622949,-0.000206099544765148,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",37.1198990345001,321.572491510315,6.18644905090332,77.4292,1.61643616828409e-05,-0.000169734021326313,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",43.3070368766785,321.572563120706,6.18713784217834,77.4283,-0.000145463059489857,-0.000153560633771195,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",49.4927489757538,321.572634714596,6.18571209907532,77.4274,-0.000145496587226257,-0.000161651398664055,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",55.6799340248108,321.572706325534,6.18718504905701,77.4264,-0.000161624388487776,-0.000109104918380262,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",61.8664939403534,321.572777929237,6.1865599155426,77.4254,-0.000161640720150092,-0.000153556188838496,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",68.0534989833832,321.572849538092,6.18700504302979,77.4244,-0.000161629090817057,-0.000157597696670296,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",74.240562915802,321.572921147628,6.18706393241882,77.4236,-0.000129302041930687,-0.000153549060346403,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",80.4261448383331,321.572992740011,6.18558192253113,77.4227,-0.000145499649224814,-0.000149517875530662,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",86.6120140552521,321.57306433572,6.18586921691895,77.4219,-0.000129327014840434,-0.000141439449203248,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",92.7983038425446,321.573135936296,6.18628978729248,77.421,-0.000145483000463849,-0.000137402926614946,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",98.9859099388123,321.573207552107,6.1876060962677,77.4201,-0.000145452051405963,-0.000141440428983765,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",105.17231297493,321.573279153994,6.18640303611755,77.4191,-0.000161644819156105,-0.000145476721466588,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",111.358480930328,321.573350753161,6.18616795539856,77.4185,-9.69905770958274e-05,-0.000137392612030436,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",117.544167041779,321.57342234675,6.1856861114502,77.4176,-0.000145497198498766,-0.000137396161539165,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",123.730901956558,321.573493952478,6.18673491477966,77.4169,-0.000113145303563086,-0.000129319474578446,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
"quag_stem","66_1",-2,1.36,46.67,"quag_stem 66_1","quag_stem 66_1 -2 MPa",129.918078899384,321.573565563322,6.18717694282532,77.4161,-0.00012929968019034,-0.000121233189837005,50,0.00489081612071877,20.4,"v18",FALSE,FALSE,1
