tree_id,gmin_id,time,weight,date,
77_1,2,11:27,2.9815,11/18/2024,
66_1,3,11:28,1.8111,11/18/2024,
76_2,4,11:28,2.1748,11/18/2024,
78_1,5,11:29,1.0636,11/18/2024,
68_2,6,11:29,1.4197,11/18/2024,
74_2,7,11:30,2.4149,11/18/2024,
74_1,8,11:31,3.1383,11/18/2024,
68_1,9,11:31,0.8671,11/18/2024,
65_2,10,11:32,4.1611,11/18/2024,
72_1,11,11:32,1.607,11/18/2024,
65_1,12,11:32,1.5303,11/18/2024,
78_2,13,11:33,1.9437,11/18/2024,
73_2,14,11:33,1.9572,11/18/2024,
76_1,15,11:34,2.0476,11/18/2024,
79_2,16,11:35,2.0107,11/18/2024,
70_2,17,11:35,1.7105,11/18/2024,
77_2,18,11:36,1.208,11/18/2024,
86_1,19,11:36,1.4828,11/18/2024,
73_1,20,11:37,0.5884,11/18/2024,
86_2,21,11:37,1.9295,11/18/2024,
66_2,22,11:38,0.962,11/18/2024,
72_2,23,11:38,2.768,11/18/2024,
86_1,24,11:39,1.2401,11/18/2024,
79_1,1,12:12,0.5405,11/18/2024,
77_1,2,12:13,2.9649,11/18/2024,
66_1,3,12:14,1.7972,11/18/2024,
76_2,4,12:14,2.1597,11/18/2024,
78_1,5,12:17,1.0146,11/18/2024,
68_2,6,12:17,1.3922,11/18/2024,
74_2,7,12:18,2.4031,11/18/2024,
74_1,8,12:18,3.1238,11/18/2024,
68_1,9,12:19,0.8571,11/18/2024,
65_2,10,12:19,4.0957,11/18/2024,
72_1,11,12:20,1.5999,11/18/2024,
65_1,12,12:20,1.5183,11/18/2024,
78_2,13,12:21,1.8925,11/18/2024,
73_2,14,12:21,1.9444,11/18/2024,
76_1,15,12:22,2.0308,11/18/2024,
79_2,16,12:22,1.9982,11/18/2024,
70_2,17,12:23,1.6196,11/18/2024,
77_2,18,12:23,1.174,11/18/2024,
86_1,19,12:24,1.4672,11/18/2024,
73_1,20,12:24,0.5695,11/18/2024,
86_2,21,12:25,1.8924,11/18/2024,
66_2,22,12:26,0.9583,11/18/2024,
72_2,23,12:26,2.7596,11/18/2024,
86_1,24,12:27,1.1401,11/18/2024,
79_1,1,13:38,0.5356,11/18/2024,
77_1,2,13:38,2.9353,11/18/2024,
66_1,3,13:39,1.7747,11/18/2024,
76_2,4,13:39,2.135,11/18/2024,
78_1,5,13:40,0.9622,11/18/2024,
68_2,6,13:40,1.3506,11/18/2024,
74_2,7,13:41,2.3792,11/18/2024,
74_1,8,13:43,3.0994,11/18/2024,
68_1,9,13:43,0.8405,11/18/2024,
65_2,10,13:44,3.9948,11/18/2024,
72_1,11,13:44,1.5893,11/18/2024,
65_1,12,13:45,1.4991,11/18/2024,
78_2,13,13:45,1.8191,11/18/2024,
73_2,14,13:45,1.9218,11/18/2024,
76_1,15,13:46,2.0048,11/18/2024,
79_2,16,13:46,1.9771,11/18/2024,
70_2,17,13:48,1.5072,11/18/2024,
77_2,18,13:49,1.141,11/18/2024,
86_1,19,13:49,1.4475,11/18/2024,
73_1,20,13:50,0.5483,11/18/2024,
86_2,21,13:50,1.8388,11/18/2024,
66_2,22,13:51,0.9531,11/18/2024,
72_2,23,13:51,2.7433,11/18/2024,
86_1,24,13:52,1.0394,11/18/2024,
79_1,1,14:10,0.5309,11/18/2024,
77_1,2,14:10,2.9207,11/18/2024,
66_1,3,14:11,1.7528,11/18/2024,
76_2,4,14:11,2.1216,11/18/2024,
78_1,5,14:12,0.9457,11/18/2024,
68_2,6,14:21,1.3318,11/18/2024,
74_2,7,14:12,2.3676,11/18/2024,
74_1,8,14:13,3.087,11/18/2024,
68_1,9,14:13,0.8309,11/18/2024,
