"sp","numbr","Ptreat.MPa","d.mm","l.mm","stemID","nomID","t.s","t.day","dt.s","bal.g","Q.g.s","rmQ.g.s","p.cm","p.MPa","Tsoln.C","ver","keep","usefork","measure"
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",0,338.349668440532,NA,-0.1197,NA,NA,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",10.2698290348053,338.349787304294,10.2698290348053,-0.1207,-9.73726044134637e-05,NA,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",20.4572739601135,338.349905214536,10.1874449253082,-0.1225,-0.000176688071758635,NA,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",30.642865896225,338.350023103332,10.1855919361115,-0.124,-0.000147266846090896,NA,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",40.9145538806915,338.350141988609,10.2716879844666,-0.1258,-0.00017523896780374,-0.000149141622516684,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",51.1887929439545,338.350260903413,10.2742390632629,-0.1272,-0.000136263132615428,-0.000158864254567175,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",61.4609379768372,338.350379793981,10.2721450328827,-0.1286,-0.000136290910566233,-0.000148764964269074,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",71.648736000061,338.35049770831,10.1877980232239,-0.1299,-0.000127603629070436,-0.000143849160013959,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",81.9197340011597,338.350616585601,10.2709980010986,-0.131,-0.000107097674430699,-0.000126813836670699,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",92.1082789897919,338.350734508576,10.1885449886322,-0.1322,-0.000117779329760914,-0.000122192885957071,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",102.37893986702,338.350853381965,10.2706608772278,-0.1331,-8.76282462013196e-05,-0.000110027219865842,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",112.649913072586,338.35097225897,10.2709732055664,-0.1341,-9.73617572537376e-05,-0.000102466751911668,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",122.837301015854,338.351090168553,10.1873879432678,-0.1352,-0.000107976647804692,-0.000102686495255166,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
"quag_kleaf","114_1",-2,2.01,77.81,"quag_kleaf 114_1","quag_kleaf 114_1 -2 MPa",133.02529501915,338.35120808515,10.1879940032959,-0.1359,-6.8708324698028e-05,-9.04187439894443e-05,51,0.00499403776492653,14.4,"v18",FALSE,FALSE,1
