"sp","numbr","Ptreat.MPa","d.mm","l.mm","stemID","nomID","t.s","t.day","dt.s","bal.g","Q.g.s","rmQ.g.s","p.cm","p.MPa","Tsoln.C","ver","keep","usefork","measure"
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",0,338.379374500439,NA,-0.1719,NA,NA,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",10.2673580646515,338.379493335601,10.2673580646515,-0.1739,-0.000194792076735456,NA,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",20.4540319442749,338.379611236919,10.1866738796234,-0.1759,-0.000196334939513538,NA,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",30.7257709503174,338.379730122788,10.2717390060425,-0.1781,-0.000214179896773644,NA,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",41.0626239776611,338.37984976229,10.3368530273438,-0.1803,-0.000212830732349623,-0.000204534411343065,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",51.3348081111908,338.37996865331,10.2721841335297,-0.1821,-0.000175230503717765,-0.000199644018088643,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",61.6065299510956,338.38008753898,10.2717218399048,-0.1841,-0.000194709322465311,-0.000199237613826586,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",71.8767499923706,338.380206407267,10.270220041275,-0.186,-0.000185000904787245,-0.000191942865829986,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",82.2074589729309,338.380325975658,10.3307089805603,-0.188,-0.000193597554994868,-0.000187134571491297,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",92.4781150817871,338.380444848993,10.2706561088562,-0.1899,-0.000184993050089728,-0.000189575208084288,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",102.749428987503,338.380563729941,10.2713139057159,-0.192,-0.000204452908291641,-0.00019201110454087,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",113.01943898201,338.380682595797,10.2700099945068,-0.194,-0.000194741777376044,-0.00019444632268807,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",123.205199956894,338.380800486549,10.185760974884,-0.1957,-0.000166899655724483,-0.000187771847870474,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",133.476437091827,338.380919366609,10.2712371349335,-0.1975,-0.000175246659808682,-0.000185335250300212,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",143.747368097305,338.381038243125,10.2709310054779,-0.1993,-0.00017525188310972,-0.000178034994004732,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",153.935202121735,338.381156157871,10.1878340244293,-0.2012,-0.000186496952683366,-0.000175973787831562,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",164.202992916107,338.381274998042,10.2677907943726,-0.2029,-0.000165566287241821,-0.000175640445710897,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",174.390289068222,338.381392906562,10.1872961521149,-0.2049,-0.000196322946750184,-0.000180909517446273,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",184.660541057587,338.381511775219,10.2702519893646,-0.2069,-0.000194737188734133,-0.000185780843852376,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",194.930577039719,338.381630641376,10.270035982132,-0.2086,-0.000165530091905977,-0.000180539128658029,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",205.117583036423,338.381748546539,10.1870059967041,-0.2103,-0.000166879257806465,-0.00018086737129919,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",215.388978004456,338.381867428425,10.2713949680328,-0.2121,-0.000175243966919984,-0.00017559762634164,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",225.65988111496,338.381986304618,10.2709031105042,-0.2137,-0.000155779874737951,-0.000165858297842594,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",235.847835063934,338.382104220752,10.1879539489746,-0.2156,-0.000186494757388579,-0.000171099464213245,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",246.117926120758,338.382223087546,10.2700910568237,-0.2176,-0.000194740240269936,-0.000178064709829112,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",256.389955043793,338.38234197677,10.2720289230347,-0.2193,-0.000165497976372301,-0.000175628212192192,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",266.577181100845,338.382459884479,10.1872260570526,-0.2211,-0.000176691867827344,-0.00018085621046454,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",276.764785051346,338.382577796562,10.1876039505005,-0.2229,-0.00017668531371516,-0.000178403849546185,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",287.031733036041,338.382696626978,10.2669479846954,-0.2245,-0.000155839885658823,-0.000168678760893407,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",297.30372595787,338.382815515785,10.2719929218292,-0.2264,-0.000184968974809382,-0.000173546510502677,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",307.574062108994,338.382934385417,10.270336151123,-0.2282,-0.00017526203363881,-0.000173189051955544,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",317.843120098114,338.383053240255,10.2690579891205,-0.2298,-0.000155807864917613,-0.000167969689756157,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",328.113877058029,338.383172114756,10.2707569599152,-0.2315,-0.000165518472166635,-0.00017038933638311,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",338.38481092453,338.383290991306,10.2709338665009,-0.2331,-0.000155779408259893,-0.000163091944745738,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",348.656335115433,338.383409874688,10.2715241909027,-0.2348,-0.000165506108772608,-0.000160652963529187,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",358.93022608757,338.383528785463,10.2738909721375,-0.2367,-0.000184934802710359,-0.000167934697977374,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",369.116549015045,338.383646682719,10.186322927475,-0.2382,-0.000147256277920871,-0.000163369149415933,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",379.387917995453,338.383765564304,10.2713689804077,-0.2395,-0.000126565407442739,-0.000156065649211644,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",389.65802693367,338.383884431306,10.2701089382172,-0.2417,-0.000214213891326249,-0.000168242594850055,48,0.00470129112768021,12.8,"v18",FALSE,FALSE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",399.928734064102,338.384003305231,10.2707071304321,-0.2434,-0.000165519275197996,-0.000163388712971964,48,0.00470129112768021,12.8,"v18",TRUE,TRUE,1
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",0,338.384557702837,NA,-0.2379,NA,NA,40,0.00391774260640017,12.8,"v18",FALSE,FALSE,2
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",10.1865599155426,338.384675602836,10.1865599155426,-0.2375,3.92674272096204e-05,NA,40,0.00391774260640017,12.8,"v18",FALSE,FALSE,2
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",20.457839012146,338.384794483381,10.2712790966034,-0.238,-4.86794288517917e-05,NA,40,0.00391774260640017,12.8,"v18",FALSE,FALSE,2
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",30.7281379699707,338.384913352582,10.2702989578247,-0.2389,-8.76313341701038e-05,NA,40,0.00391774260640017,12.8,"v18",FALSE,FALSE,2
"quag_stem","114_1",-2,2.01,77.81,"quag_stem 114_1","quag_stem 114_1 -2 MPa",40.9993560314178,338.38503223242,10.2712180614471,-0.24,-0.000107095379868219,-5.10346789201235e-05,40,0.00391774260640017,12.8,"v18",FALSE,FALSE,2
