778167900,740679149,0,0,0,0
778168200,740679149,0,0,0,0
778168500,740683245,0,0,0,0
778168800,740683244,0,0,0,0
778169100,736488940,0,0,0,0
778169400,736488940,0,0,0,0
778169700,736488939,0,0,0,0
778170000,736488938,0,0,0,0
778170300,736488938,0,0,0,0
778170600,740683242,0,0,0,0
778170900,740683241,0,0,0,0
778171200,740683241,0,0,0,0
778171500,740683241,0,0,0,0
778171800,740679144,0,0,0,0
778172100,740679144,0,0,0,0
778172400,740679144,0,0,0,0
778172700,740679144,0,0,0,0
778173000,736484839,0,0,0,0
778173300,736484839,0,0,0,0
778173600,736484839,0,0,0,0
778173900,736484839,0,0,0,0
778174200,732290534,0,0,0,0
778174500,732290534,0,0,0,0
778174800,732290534,0,0,0,0
778175100,732290534,0,0,0,0
778175400,732290533,0,0,0,0
778175700,732290533,0,0,0,0
778176000,732290532,0,0,0,0
778176300,732290532,0,0,0,0
778176600,732290532,0,0,0,0
778176900,728096228,0,0,0,0
778177200,732290531,0,0,0,0
778177500,732290531,0,0,0,0
778177800,732290530,0,0,0,0
778178100,728096226,0,0,0,0
778178400,732290529,0,0,0,0
778178700,732290529,0,0,0,0
778179000,728096225,0,0,0,0
778179300,728096225,0,0,0,0
778179600,728096225,0,0,0,0
778179900,728096224,0,0,0,0
778180200,723901920,0,0,0,0
778180500,719707616,0,0,0,0
778180800,719707616,0,0,0,0
778181100,719703520,0,0,0,0
778181400,719703520,0,0,0,0
778181700,719703520,0,0,0,0
778182000,719703519,0,0,0,0
778182300,719703519,0,0,0,0
778182600,719699423,0,0,0,0
778182900,719699423,0,0,0,0
778183200,719699423,0,0,0,0
778183500,719699423,0,0,0,0
778183800,715501024,0,0,0,0
778184100,715501024,0,0,0,0
778184400,715501024,0,0,0,0
778184700,715501024,0,0,0,0
778185000,715501024,0,0,0,0
778185300,715501023,0,0,0,0
778185600,715496927,0,0,0,0
778185900,711302624,0,0,0,0
778186200,711302624,0,0,0,0
778186500,711302625,0,0,0,0
778186800,711302625,0,0,0,0
778187100,711302625,0,0,0,0
778187400,711302625,0,0,0,0
778187700,711298529,0,0,0,0
778188000,711298529,0,0,0,0
778188300,711298529,0,0,0,0
778188600,711298529,0,0,0,0
778188900,711298529,0,0,0,0
778189200,711298529,0,0,0,0
778189500,707104225,0,0,0,0
778189800,707104225,0,0,0,0
778190100,711298529,0,0,0,0
778190400,711294434,0,0,0,0
778190700,711294434,0,0,0,0
778191000,711294434,0,0,0,0
778191300,711294434,0,0,0,0
778191600,711294434,0,0,0,0
778191900,711294435,0,0,0,0
778192200,711294435,0,0,0,0
778192500,715488739,0,0,0,0
778192800,715492835,0,0,0,0
778193100,715492835,0,0,0,0
778193400,715492836,0,0,0,0
778193700,715492836,0,0,0,0
778194000,715492836,0,0,0,0
778194300,715492836,0,0,0,0
778194600,715492836,0,0,0,0
778194900,715488741,0,0,0,0
778195200,715488742,0,0,0,0
778195500,719683046,0,0,0,0
778195800,719683046,0,0,0,0
778196100,719683046,0,0,0,0
778196400,719683046,0,0,0,0
778196700,719683047,0,0,0,0
778197000,719683047,0,0,0,0
778197300,719683047,0,0,0,0
778197600,719683047,0,0,0,0
778197900,719683047,0,0,0,0
778198200,719683048,0,0,0,0
778198500,715488744,0,0,0,0
778198800,715488744,0,0,0,0
778199100,715488744,0,0,0,0
778199400,715488744,0,0,0,0
778199700,715488744,0,0,0,0
778200000,715488744,0,0,0,0
778200300,715488744,0,0,0,0
778200600,715488744,0,0,0,0
778200900,715484648,0,0,0,0
778201200,715484648,0,0,0,0
778201500,711290344,0,0,0,0
778201800,711290344,0,0,0,0
778202100,715484648,0,0,0,0
778202400,715484648,0,0,0,0
778202700,715484648,0,0,0,0
778203000,715484648,0,0,0,0
778203300,715484648,0,0,0,0
778203600,715484648,0,0,0,0
778203900,715484648,0,0,0,0
778204200,711290344,0,0,0,0
778204500,711290344,0,0,0,0
778204800,711290344,0,0,0,0
778205100,715484648,0,0,0,0
778205400,711290343,0,0,0,0
778205700,711290343,0,0,0,0
778206000,711290343,0,0,0,0
778206300,715484647,0,0,0,0
778206600,715484647,0,0,0,0
778206900,715484647,0,0,0,0
778207200,715484647,0,0,0,0
778207500,715484647,0,0,0,0
778207800,715484648,0,0,0,0
778208100,715484648,0,0,0,0
778208400,715484648,0,0,0,0
778208700,715484649,0,0,0,0
778209000,715484649,0,0,0,0
778209300,715484649,0,0,0,0
778209600,715484649,0,0,0,0
778209900,711290345,0,0,0,0
778210200,711286249,0,0,0,0
778210500,711286248,0,0,0,0
778210800,711286248,0,0,0,0
778211100,711286248,0,0,0,0
778211400,711290344,0,0,0,0
778211700,711290344,0,0,0,0
778212000,711290344,0,0,0,0
778212300,711290344,0,0,0,0
778212600,711290345,0,0,0,0
778212900,711290345,0,0,0,0
778213200,711290345,0,0,0,0
778213500,711290345,0,0,0,0
778213800,711290345,0,0,0,0
778214100,711290345,0,0,0,0
778214400,711286249,0,0,0,0
778214700,711286249,0,0,0,0
778215000,711286249,0,0,0,0
778215300,711286249,0,0,0,0
778215600,711286249,0,0,0,0
778215900,711286249,0,0,0,0
778216200,711286249,0,0,0,0
778216500,715480553,0,0,0,0
778216800,715480553,0,0,0,0
778217100,715484649,0,0,0,0
778217400,715484649,0,0,0,0
778217700,715484648,0,0,0,0
778218000,715484649,0,0,0,0
778218300,715484649,0,0,0,0
778218600,715488745,0,0,0,0
778218900,711294441,0,0,0,0
778219200,711294441,0,0,0,0
778219500,711294441,0,0,0,0
778219800,711290345,0,0,0,0
778220100,711290345,0,0,0,0
778220400,711290346,0,0,0,0
778220700,711290346,0,0,0,0
778221000,711290347,0,0,0,0
778221300,711290347,0,0,0,0
778221600,711286251,0,0,0,0
778221900,711286252,0,0,0,0
778222200,711286252,0,0,0,0
778222500,711286252,0,0,0,0
778222800,711286253,0,0,0,0
778223100,711290349,0,0,0,0
778223400,711290349,0,0,0,0
778223700,711290350,0,0,0,0
778224000,711290349,0,0,0,0
778224300,711290349,0,0,0,0
778224600,711290349,0,0,0,0
778224900,711290349,0,0,0,0
778225200,711290348,0,0,0,0
778225500,707096043,0,0,0,0
778225800,707100139,0,0,0,0
778226100,707100139,0,0,0,0
778226400,707096043,0,0,0,0
778226700,702901739,0,0,0,0
778227000,702901739,0,0,0,0
778227300,702901740,0,0,0,0
778227600,707096045,0,0,0,0
778227900,707096045,0,0,0,0
778228200,707096045,0,0,0,0
778228500,702897646,0,0,0,0
778228800,702897647,0,0,0,0
778229100,702897647,0,0,0,0
778229400,702897647,0,0,0,0
778229700,702897648,0,0,0,0
778230000,702897648,0,0,0,0
778230300,702897649,0,0,0,0
778230600,702901745,0,0,0,0
778230900,702901745,0,0,0,0
778231200,702901745,0,0,0,0
778231500,702901745,0,0,0,0
778231800,702901746,0,0,0,0
778232100,702901746,0,0,0,0
778232400,702901747,0,0,0,0
778232700,707100147,0,0,0,0
778233000,707100147,0,0,0,0
778233300,707100148,0,0,0,0
778233600,707100148,0,0,0,0
778233900,707100149,0,0,0,0
778234200,707100149,0,0,0,0
778234500,707096053,0,0,0,0
778234800,702901750,0,0,0,0
778235100,702901750,0,0,0,0
778235400,702901750,0,0,0,0
778235700,702901750,0,0,0,0
778236000,702901750,0,0,0,0
778236300,702901750,0,0,0,0
778236600,707096054,0,0,0,0
778236900,707096054,0,0,0,0
778237200,707096054,0,0,0,0
778237500,707096054,0,0,0,0
778237800,707096054,0,0,0,0
778238100,707096055,0,0,0,0
778238400,707096055,0,0,0,0
778238700,707100152,0,0,0,0
778239000,711294457,0,0,0,0
778239300,711298552,0,0,0,0
778239600,711298552,0,0,0,0
778239900,711298553,0,0,0,0
778240200,711298553,0,0,0,0
778240500,711298552,0,0,0,0
778240800,711302649,0,0,0,0
778241100,715496953,0,0,0,0
778241400,715496953,0,0,0,0
778241700,715496953,0,0,0,0
